codigo,descripcion,unidades_por_bulto,unidad_pedido
4552,Producto 004552,1,Bulto
4596,Producto 004596,1,Bulto
4619,Producto 004619,1,Bulto
4683,Producto 004683,1,Bulto
4769,Producto 004769,32,Bulto
4825,Producto 004825,1,Bulto
4845,Producto 004845,1,Bulto
4898,Producto 004898,1,Bulto
4900,Producto 004900,1,Bulto
4997,Producto 004997,1,Bulto
5110,Producto 005110,1,Bulto
5157,Producto 005157,1,Bulto
5323,PROTECTOR DIARIO LARGOS ALWAYS 50UND,24,Bulto
514,PROTECTORES DIARIOS ALIVE 20 UND,1,Bulto
1554,PROTECTORES DIARIOS CON MANZANILLA FRIENDS 40 UND,12,Bulto
4277,PROTECTORES DIARIOS DIVA 30 UND,48,Bulto
2448,PROTECTORES DIARIOS LINER KOTEX 15 UND,24,Bulto
2458,PROTECTORES DIARIOS LINER KOTEX 50 UND,12,Bulto
1555,PROTECTORES DIARIOS REGULAR FRIEND 40 UND,1,Bulto
3342,PROTECTORES DIARIOS SIN PERFUME ALWAYS 18 UND,1,Bulto
3339,PROTECTORES DIARIOS SIN PERFUME ALWAYS 40 UND,12,Bulto
1556,PROTECTORES DIARIOS TELA REGULAR FRIENDS 60 UND,12,Bulto
3660,PROTECTORES DIARIOS ULTRAFLEX KOTEX 50 UND,12,Bulto
1960,PUDIN DE CHOCOLATE FRUXI 48 GR,24,Bulto
1563,PUDIN DE CHOCOLATE MONTALBAN 90 GR,72,Bulto
1246,PUDIN DE CHOCOLATE SONRISA 72 GR,48,Bulto
2743,PUDIN DE CHOCOLATE WYNCO 50 GR,36,Bulto
1962,PUDIN DE FRESA FRUXI 48 GR,24,Bulto
1569,PUDIN DE FRESA MONTALBAN 90 GR,72,Bulto
1961,PUDIN DE VAINILLA FRUXI 48 GR,24,Bulto
1565,PUDIN DE VAINILLA MONTALBAN 90 GR,72,Bulto
1245,PUDIN DE VAINILLA SONRISSA 58 GR,48,Bulto
2742,PUDIN DE VAINILLA WYNCO 50 GR,36,Bulto
5176,PULPA CONGELADA DE PITAHAYA 250 GR,1,Bulto
2108,PULPA DE PARCHITA 500 GR,1,Bulto
131,PULPA DE PARCHITA KG,1,Bulto
3693,PULPA DE TOMATE OLE 340 GR,24,Bulto
3389,PURE DE TOMATE HEINZ 190 GR,24,Bulto
3388,PURE DE TOMATE HEINZ 490 GR,12,Bulto
1252,PURE DE TOMATE PASSATA HEINZ 480 GR,12,Bulto
180,QUESO AMARILLO COGOYAL KG,1,Bulto
5245,QUESO AMARILLO GOUDA QUENACA KG,1,Bulto
5250,QUESO AMARILLO GOUDA QUENACA PZ COMPLETA,1,Bulto
2,QUESO AMARILLO KEMMENTAL KG,1,Bulto
5269,QUESO AMARILLO MAJU KG,1,Bulto
4920,QUESO AMERICANO SINGLES KRAFT 16 UND 340 GR,48,Bulto
3119,QUESO BLANCO LLANERO KG,1,Bulto
3272,QUESO BLANCO LLANERO (NO USAR),1,Bulto
171,QUESO BLANCO TIPO PAISA COGOYAL KG,1,Bulto
3304,QUESO BLANCO TIPO PAISA COGOYAL PZA COMPLETA KG,1,Bulto
2120,QUESO BLANCO UNTABLE RIKESA 200 GR,1,Bulto
2058,QUESO CHEDDAR ARIAS 240 GR,12,Bulto
4437,QUESO CHEDDAR FRITZ 165 GR,12,Bulto
1791,QUESO CHEDDAR FRITZ 240 GR,12,Bulto
1585,QUESO CREMA GABY 250 GR,24,Bulto
1790,QUESO DE AÑO FRITZ 180 GR,12,Bulto
366,QUESO DE CABRA PURISIMA KG,1,Bulto
1867,QUESO FUNDIDO PARA UNTAR DALVITO 200 GR,12,Bulto
1868,QUESO FUNDIDO PARA UNTAR DALVITO 300 GR,1,Bulto
3147,QUESO GUAYANES KG,1,Bulto
408,QUESO LLANERO RALLADO GRANJA KG,1,Bulto
152,QUESO MOZARELLA COGOYAL KG,1,Bulto
66,QUESO MOZARELLA LA NAPOLITANA KG PZA COMPLETA,1,Bulto
3633,QUESO PECORINO AHUMADO QUESOS DE MI TIERRA 95 GR,1,Bulto
3630,QUESO PECORINO CON OREGANO QUESOS DE MI TIERRA 95 GR,1,Bulto
3632,QUESO PECORINO CON PIMENTON QUESOS DE MI TIERRA 95 GR,1,Bulto
3631,QUESO PECORINO CON PIMIENTA QUESOS DE MI TIERRA 95 GR,1,Bulto
3629,QUESO PECORINO QUESOS DE MI TIERRA 95 GR,1,Bulto
1946,QUESO UNTABLE ORIGINAL RIKESA 200 GR,18,Bulto
715,QUESO UNTABLE ORIGINAL RIKESA 300 GR,12,Bulto
5076,QUESO UNTABLE PICANTE RIKESA 200 GR,18,Bulto
1869,QUESO UNTABLE TWISTIKESO 200 GR,12,Bulto
2684,QUINOA TRICOLOR VIVO 250 GR,1,Bulto
4860,QUITAMANCHAS LIQ. ROSA VANISH 450 ML,24,Bulto
4861,QUITAMANCHAS POLVO ROSA VANISH 240 GR,12,Bulto
589,RABANO KG,1,Bulto
3813,RAQUETY PICANTE FRITO LAY 36 GR,30,Bulto
3812,RAQUETY QUESO FRITO LAY 36 GR,30,Bulto
69,RECORTE DE CHULETA DE PERNIL KG,1,Bulto
94,RECORTE DE TOCINETA KG,1,Bulto
183,RECORTES DE CHULETA AHUMADA KG,1,Bulto
8,RECORTES DE JAMON KG,1,Bulto
236,RECORTES DE MORTADELA KG,1,Bulto
49,RECORTES DE QUESO KG,1,Bulto
202,RECORTES JAMON Y QUESO KG,1,Bulto
992,REFRESCO 7UP 1.5 LT,6,Bulto
966,REFRESCO 7UP 1 LT,6,Bulto
993,REFRESCO 7UP 2 LT,6,Bulto
991,REFRESCO 7UP LATA 355 ML,24,Bulto
1277,REFRESCO CHINOTTO 1.5 LT,6,Bulto
1276,REFRESCO CHINOTTO 1 LT,6,Bulto
1278,REFRESCO CHINOTTO 2 LT,6,Bulto
1894,REFRESCO COLA NEGRA GLUP 1 LT,12,Bulto
1888,REFRESCO COLA NEGRA GLUP 2 LT,6,Bulto
1897,REFRESCO COLA NEGRA GLUP 400 ML,15,Bulto
968,REFRESCO EN LATA KOLITA GOLDEN 355 ML,24,Bulto
982,REFRESCO EN LATA PEPSI 355 ML,24,Bulto
1281,REFRESCO FRESCOLITA 1.5 LT,6,Bulto
1280,REFRESCO FRESCOLITA 1 LT,6,Bulto
1282,REFRESCO FRESCOLITA 2 LT,6,Bulto
3536,REFRESCO FRESH GLUP 1 LT,12,Bulto
1890,REFRESCO FRESH GLUP 2 LT,6,Bulto
4154,REFRESCO FRESH GLUP 400 ML,15,Bulto
1895,REFRESCO KOLITA GLUP 1 LT,12,Bulto
1889,REFRESCO KOLITA GLUP 2 LT,6,Bulto
3860,REFRESCO KOLITA GLUP 400 ML,15,Bulto
988,REFRESCO KOLITA GOLDEN 1.5 LT,6,Bulto
964,REFRESCO KOLITA GOLDEN 1 LT,6,Bulto
989,REFRESCO KOLITA GOLDEN 2 LT,6,Bulto
4984,REFRESCO LATA COCA COLA 355 ML,12,Bulto
1279,REFRESCO LIGHT COCA COLA 2 LT,6,Bulto
987,REFRESCO LIGHT PEPSI 2 LT,6,Bulto
986,REFRESCO LIGHT PEPSI LATA 355 ML,24,Bulto
5317,REFRESCO MANGO HOT GOLDEN 1 LT,6,Bulto
957,REFRESCO MANZANA GOLDEN 1.5 LT,6,Bulto
962,REFRESCO MANZANA GOLDEN 1 LT,6,Bulto
958,REFRESCO MANZANA GOLDEN 2 LT,6,Bulto
4723,REFRESCO MANZANA GOLDEN 355 ML,24,Bulto
1893,REFRESCO MANZANA VERDE GLUP 1 LT,1,Bulto
3535,REFRESCO MANZANA VERDE GLUP 2 LT,6,Bulto
5162,REFRESCO MANZANITA GLUP 1 LT,12,Bulto
4840,REFRESCO MANZANITA GLUP 2 LT,6,Bulto
5342,REFRESCO MANZANITA GLUP 400 ML,15,Bulto
1284,REFRESCO NARANJA FANTA 1.5 LT,6,Bulto
1283,REFRESCO NARANJA FANTA 1 LT,6,Bulto
1285,REFRESCO NARANJA FANTA 2 LT,6,Bulto
5344,REFRESCO NARANJA GLUP 1 LT,12,Bulto
3534,REFRESCO NARANJA GLUP 2 LT,6,Bulto
990,REFRESCO NARANJA GOLDEN 1.5 LT,6,Bulto
1270,REFRESCO ORIGINAL COCA COLA 1.5 LT,6,Bulto
1269,REFRESCO ORIGINAL COCA COLA 1 LT,6,Bulto
1271,REFRESCO ORIGINAL COCA COLA 2 LT,6,Bulto
984,REFRESCO PEPSI 1.5 LT,6,Bulto
965,REFRESCO PEPSI 1 LT,6,Bulto
2433,REFRESCO PEPSI 2.5 LT,1,Bulto
985,REFRESCO PEPSI 2 LT,6,Bulto
5161,REFRESCO PIÑA GLUP 1 LT,12,Bulto
4084,REFRESCO PIÑA GLUP 2 LT,6,Bulto
955,REFRESCO PIÑA GOLDEN 1.5 LT,6,Bulto
3948,REFRESCO PIÑA GOLDEN 1 LT,6,Bulto
4830,REFRESCO PIÑA GOLDEN 2 LT,6,Bulto
5093,REFRESCO PIÑA LATA GOLDEN 355 ML,24,Bulto
4841,REFRESCO PIÑA-PARCHITA GLUP 2 LT,6,Bulto
1267,REFRESCO SIN AZUCAR COCA COLA 1 LT,6,Bulto
1268,REFRESCO SIN AZUCAR COCA COLA 2 LT,6,Bulto
5109,REFRESCO TORONJA FANTA 1 LT,6,Bulto
5111,REFRESCO TORONJA FANTA 2 LT,6,Bulto
1287,REFRESCO UVA FANTA 1.5 LT,6,Bulto
1286,REFRESCO UVA FANTA 1 LT,6,Bulto
1288,REFRESCO UVA FANTA 2 LT,6,Bulto
1896,REFRESCO UVA GLUP 1 LT,12,Bulto
1891,REFRESCO UVA GLUP 2 LT,6,Bulto
3988,REFRESCO UVA GLUP 400 ML,15,Bulto
956,REFRESCO UVA GOLDEN 1.5 LT,6,Bulto
4957,REFRESCO UVA GOLDEN 2 LT,6,Bulto
4306,REFRESCO ZERO AZUCAR PEPSI 1 LT,1,Bulto
4722,REFRESCO ZERO AZUCAR PEPSI 2 LT,1,Bulto
4318,REFRESCO ZERO AZUCAR PEPSI LATA 355 ML,24,Bulto
192,REMATE DE AGUACATE KG,1,Bulto
400,REMATE DE AJI KG,1,Bulto
138,REMATE DE CAMBUR KG,1,Bulto
3314,REMATE DE CEBOLLIN KG,1,Bulto
427,REMATE DE REMOLACHA KG,1,Bulto
430,REMATE DE TOMATE DE ARBOL KG,1,Bulto
3317,REMATE LECHUGA ROMANA KG,1,Bulto
3071,REMATE MANZANA AMARILLA UND,1,Bulto
182,REMATE PAPA KG,1,Bulto
410,REMATE PIMIENTO KG,1,Bulto
190,REMATE PLATANO KG,1,Bulto
191,REMATE TOMATE KG,1,Bulto
343,REMATE ZANAHORIA KG,1,Bulto
151,REMOLACHA KG,1,Bulto
5145,REMOVEDOR DE ESMALTE GRANJA 60 ML,24,Bulto
3708,REMOVEDOR DE ESMALTE ORIGINAL VALMY 50 ML,1,Bulto
4073,REPELENTE AEROSOL OFF FAMILY 217 ML,12,Bulto
4109,REPELENTE EN CREMA ALOE VERA OFF FAMILY 196 GR,12,Bulto
4289,REPELENTE EN CREMA CON ALOE OFF FAMILY 60 GR,24,Bulto
4077,REPELENTE EN CREMA OFF KIDS 100 GR,12,Bulto
4288,REPELENTE EN CREMA SIN FRAGANCIA OFF BABY 100 GR,12,Bulto
5050,REPELENTE ESPIRAL LETOX 10 UND,60,Bulto
4919,REPELENTE INSECTOS ESPIRAL BAYGON 12 UND,12,Bulto
4979,REPELENTE SPRAY EUCALIPTO BOTANICALS OFF 118 ML,12,Bulto
100,REPOLLO BLANCO KG,20,Cesta
2326,REPOLLO CHINO KG,1,Bulto
111,REPOLLO MORADO KG,20,Cesta
4794,REPUESTO MACH3 CARBONO GILLETE 2 UND,72,Bulto
3912,RESMA HOJA CARTA HP,1,Bulto
860,RIKO MALT PARMALAT 1 LT,12,Bulto
3911,ROLLO DE ETIQUETAS PARA BALANZA,1,Bulto
3909,ROLLOS PUNTO DE VENTA,1,Bulto
3910,ROLLO TERMICO MAQUINA FISCAL,1,Bulto
6,ROMERO KG,1,Kg
3178,ROMERO PAQUETE,1,Unidad
1384,RON 1796 EDICION SPEYSIDE SANTA TERESA 750 ML,6,Bulto
1387,RON 1796 SANTA TERESA 750 ML,6,Bulto
1996,RON AÑEJO BLANCO CANAIMA 700 ML,12,Bulto
1386,RON AÑEJO BLANCO SANTA TERESA 700 ML,6,Bulto
1999,RON AÑEJO DORADO CANAIMA 1 LT,12,Bulto
1995,RON AÑEJO DORADO CANAIMA 700 ML,12,Bulto
1778,RON AÑEJO PREMIUM BARRICA 700 ML,6,Bulto
596,RON AÑEJO SELECCIÓN PAMPERO 700 ML,6,Bulto
1805,RON ANTIGUO BODEGA 1800 N 6 700 ML,12,Bulto
1806,RON ANTIGUO BODEGA 1800 NUM 8 700 ML,12,Bulto
1998,RON BLANCO DIPLOMATICO 700 ML,6,Bulto
4603,RON BLANCO RONALDO 1 LT,12,Bulto
593,RON CACIQUE 500 750 ML,12,Bulto
594,RON CACIQUE AÑEJO 750 ML,12,Bulto
793,RON CACIQUE LEYENDA 750 ML,12,Bulto
163,RON CARTA ROJA SANTA TERESA 1 LT,12,Bulto
2003,RON CINCO ESTRELLA EDIC. ORO 700 ML,1,Bulto
1989,RON CINCO ESTRELLAS 1 LT,12,Bulto
4725,RON CINCO ESTRELLAS 700 ML,1,Bulto
1993,RON CINCO ESTRELLAS BLANCO 1 LT,12,Bulto
1997,RON DIPLOMATICO MANTUANO 700 ML,6,Bulto
1383,RON DRAGON BEST BLEND 1 LT,12,Bulto
4415,RON EXTRA AÑEJO SELECTO SANTA TERESA 700 ML,6,Bulto
1390,RON GRAN RESERVA SANTA TERESA 1 LT,9,Bulto
1388,RON GRAN RESERVA SANTA TERESA 700 ML,6,Bulto
1389,RON LINAJE SANTA TERESA 700 ML,6,Bulto
601,RON MONTE CARMELO 1 LT,12,Bulto
3717,RON PREMIUM SINFONIA AMERETTO 700 ML,1,Bulto
1987,RON RESERVA EXCLUSIVA DIPLOMATICO 700 ML,6,Bulto
3866,RON RHUM ORANGE LIQUEUR SANTA TERESA 500 ML,6,Bulto
2229,RON SECO RONALDO 1 LT,12,Bulto
5274,RON SOLERA CACAO 1796 SANTA TERESA 750 ML,6,Bulto
159,RON SUPERIOR SANTA TERESA 1 LT,12,Bulto
4032,RON TRIPLE AÑEJADO COFFEE SANTA TERESA 1796 750 ML,6,Bulto
161,RON Y CAFE ARAKU 750 ML,6,Bulto
4890,ROSQUITA DE COCO TRIGO DE ORO 250 GR,24,Bulto
1494,SABROSEADOR IBERIA 180 GR,24,Bulto
1519,SABROSEADOR IBERIA 30 GR,24,Bulto
1774,SAGRADA CENA VINO TINTO DE COCINA 0.70LT,12,Bulto
2960,SAL A GRANEL 500 GR,1,Bulto
4977,SALCHICHA COCIDA VIENA CORTA FIESTA 5 UND,12,Bulto
4738,SALCHICHA DE POLLO ECONOMICA SALCHIPOLLO 12 UND 225 GR,16,Bulto
1527,SALCHICHA DE POLLO ECON. SALCHIPOLLO 23 UND 450 GR,1,Bulto
1115,SALCHICHA DE POLLO FIESTA 12 UND,8,Bulto
4150,SALCHICHA DE POLLO SERVI POLLO 600 GR,1,Bulto
4054,SALCHICHA POLACA AHUMADOS EL ROBLE KG,1,Bulto
4978,SALCHICHA POLLO COCIDO CORTA FIESTA 5 UND,12,Bulto
2959,SALCHICHA SAZONADA DON DIEGO 600 GR,1,Bulto
2007,SALCHICHA VIENA ALIMEX 22 UND 450 GR,16,Bulto
1113,SALCHICHA VIENA CORTA FIESTA 12 UND,8,Bulto
1114,SALCHICHA VIENA LARGA FIESTA 12 UND,8,Bulto
1109,SALCHICHA WIENERS CORTA PLUMROSE 12 UND,1,Bulto
1110,SALCHICHA WIENERS LARGA PLUMROSE 12 UND,1,Bulto
31,SALCHICHON TIPO VICH LA MONTSERRATINA KG,1,Bulto
1327,SAL CONDIMENTADA MEDIT. MC CORMICK 93 GR,6,Bulto
1328,SAL GRUESA MC CORMICK 121 GR,6,Bulto
1326,SAL GRUESA PARA CARNE MC CORMICK 121 GR,6,Bulto
368,SAL MARINA CON AJO Y ROMERO KALDINI 260 GR,6,Bulto
3835,SAL MARINA CON YODO MERU 1 KG,1,Bulto
2022,SAL REFINADA BAHIA 1 KG,25,Bulto
1970,SAL REFINADA FINA PROSANCA 1 KG,25,Bulto
2950,SAL ROSADA DEL HIMALAYA KALDINI 390 GR,6,Bulto
3364,SALSA 4 QUESOS DEL MONTE 495 GR,12,Bulto
3558,SALSA A BASE DE TOMATE ARIAS 280 GR,1,Bulto
2059,SALSA A BASE DE TOMATE ARIAS 380 GR,12,Bulto
3412,SALSA AGRIDULCE MC CORMICK 230 ML,24,Bulto
3432,SALSA AJI DULCE MC CORMICK 230 ML,24,Bulto
3555,SALSA AJI PICANTE ARIAS 150 ML,24,Bulto
3470,SALSA AJI PICANTE PIRI PIRI IBERIA 300 ML,12,Bulto
3406,SALSA AJO MIX CEBOLLA MC CORMICK 150 ML,24,Bulto
4834,SALSA AMATRICIANA KIERO 340 GR,24,Bulto
3468,SALSA AMOSTAZADA IBERIA 150 ML,24,Bulto
3471,SALSA AMOSTAZADA IBERIA 300 ML,12,Bulto
5308,SALSA ARRABIATA KIERO 340 GR,24,Bulto
3553,SALSA BARBECUE ARIAS 300 ML,12,Bulto
3408,SALSA BARBECUE MC CORMICK 230 ML,24,Bulto
3430,SALSA BARBECUE PICANTE MC CORMICK 230 GR,24,Bulto
4060,SALSA BASE DE POLLO C/ CHAMPIÑONES MAGGI 50 GR,1,Bulto
5307,SALSA BASILICO KIERO 340 GR,24,Bulto
3517,SALSA BBQ FRITZ 290 GR,12,Bulto
1974,SALSA BBQ GRANJA 385 GR,12,Bulto
3477,SALSA BECHAMEL IBERIA 50 GR,24,Bulto
3851,SALSA BECHAMEL MAGGI 50 GR,24,Bulto
3456,SALSA BOLOGNA CAPRI 490 GR,6,Bulto
5029,SALSA BOLOGNESA GRANJA 340 GR,24,Bulto
3399,SALSA CHILI EXTRA PICANTE HEINZ 150 ML,24,Bulto
4115,SALSA CHINA DE SOYA CHAMPIÑONES OSCURA 610 ML,12,Bulto
1496,SALSA COMBO IBERIA 150 ML,8,Bulto
1497,SALSA COMBO IBERIA 300 ML,4,Bulto
3469,SALSA CONDIMENTADA IBERIA 150 ML,24,Bulto
3472,SALSA CONDIMENTADA IBERIA 300 ML,12,Bulto
3523,SALSA DE AJI DULCE FRITZ 250 GR,12,Bulto
3423,SALSA DE AJI PICANTE CRIOLLO MC CORMICK 150 ML,1,Bulto
3520,SALSA DE AJI PICANTE FRITZ 250 GR,12,Bulto
3475,SALSA DE AJI PICANTE PIRI PIRI IBERIA 150 ML,24,Bulto
1667,SALSA DE AJO ALBECA 150 ML,1,Bulto
3554,SALSA DE AJO ARIAS 150 ML,24,Bulto
2237,SALSA DE AJO GRANJA 150 ML,20,Bulto
3621,SALSA DE AJO GRANJA 300 ML,12,Bulto
1230,SALSA DE AJO HEINZ 150 ML,24,Bulto
1231,SALSA DE AJO HEINZ 300 ML,24,Bulto
1507,SALSA DE AJO IBERIA 150 ML,24,Bulto
1510,SALSA DE AJO IBERIA 300 ML,12,Bulto
3418,SALSA DE AJO MC CORMICK 150 ML,24,Bulto
3419,SALSA DE AJO MC CORMICK 300 ML,24,Bulto
3411,SALSA DE AJO MIX MC CORMICK 150 GR,24,Bulto
4066,SALSA DE MAIZ FRITZ 165 GR,12,Bulto
1789,SALSA DE MAIZ FRITZ 240 GR,12,Bulto
3541,SALSA DE MAIZ GRANJA 240 GR,20,Bulto
3959,SALSA DE MOSTAZA MIEL MC CORMICK 300 GR,24,Bulto
3552,SALSA DE SOYA ARIAS 150 ML,24,Bulto
2235,SALSA DE SOYA GRANJA 150 ML,20,Bulto
3619,SALSA DE SOYA GRANJA 300 ML,12,Bulto
1228,SALSA DE SOYA HEINZ 150 ML,24,Bulto
1229,SALSA DE SOYA HEINZ 300 ML,24,Bulto
1506,SALSA DE SOYA IBERIA 150 ML,24,Bulto
1509,SALSA DE SOYA IBERIA 300 ML,12,Bulto
3421,SALSA DE SOYA LIGERA MC CORMICK 150 ML,1,Bulto
3420,SALSA DE SOYA MC CORMICK 150 ML,24,Bulto
3422,SALSA DE SOYA MC CORMICK 300 ML,24,Bulto
1792,SALSA DE TOCINETA FRITZ 240 GR,12,Bulto
3501,SALSA DE TOMATE 57 HEINZ 194 GR,1,Bulto
3500,SALSA DE TOMATE 57 HEINZ 378 GR,24,Bulto
3695,SALSA DE TOMATE ACEITUNAS OLE 340 GR,24,Bulto
3840,SALSA DE TOMATE A LA JARDINERA OLE 340 GR,1,Bulto
2074,SALSA DE TOMATE ARIAS 397 GR,12,Bulto
3691,SALSA DE TOMATE CON ALBAHACA OLE 340 GR,1,Bulto
1972,SALSA DE TOMATE GRANJA 385 GR,12,Bulto
1663,SALSA DE TOMATE HEINZ 198 GR,24,Bulto
1646,SALSA DE TOMATE HEINZ 397 GR,24,Bulto
781,SALSA DE TOMATE IBERIA 397 ML,24,Bulto
3578,SALSA DE TOMATE KETCHUP IBERIA 198 GR,24,Bulto
3384,SALSA DE TOMATE KETCHUP UNDERWOOD 397 GR,24,Bulto
1221,SALSA DE TOMATE LA CUMBRE 380 GR,24,Bulto
1793,SALSA DE TOMATE PAMPERO 198 GR,24,Bulto
1794,SALSA DE TOMATE PAMPERO 397 GR,24,Bulto
4203,SALSA DE TOMATE PARA PASTA BOLOGNESA OLE 200 GR,24,Bulto
3933,SALSA DE TOMATE PET HEINZ 397 GR,1,Bulto
3525,SALSA DE TOMATE PICANTE HEINZ 397 GR,24,Bulto
2779,SALSA DE TOMATE PIZZA OLE 340 GR,24,Bulto
3692,SALSA DE TOMATE REFOGADO OLE 340 GR,24,Bulto
3387,SALSA DE TOMATE SIN AZUCAR HEINZ 367 GR,24,Bulto
4201,SALSA DE TOMATE TRADICIONAL OLE 200 GR,1,Bulto
1668,SALSA INGLESA ALBECA 150 GR,1,Bulto
3551,SALSA INGLESA ARIAS 150 ML,24,Bulto
3428,SALSA INGLESA CON VINO BLANCO MC CORMICK 300 ML,24,Bulto
2236,SALSA INGLESA GRANJA 150 ML,20,Bulto
3620,SALSA INGLESA GRANJA 300 ML,12,Bulto
1222,SALSA INGLESA HEINZ 150 ML,24,Bulto
1223,SALSA INGLESA HEINZ 300 ML,24,Bulto
1505,SALSA INGLESA IBERIA 150 ML,24,Bulto
1508,SALSA INGLESA IBERIA 300 ML,12,Bulto
3390,SALSA INGLESA LA CUMBRE 150 ML,24,Bulto
3416,SALSA INGLESA LIGERA MC CORMICK 150 ML,24,Bulto
3415,SALSA INGLESA MC CORMICK 150 ML,24,Bulto
3417,SALSA INGLESA MC CORMICK 300 ML,24,Bulto
3429,SALSA INGLESA VINO TINTO MC CORMICK 300 ML,24,Bulto
3385,SALSA KETCHUP ENDIABLADO UNDERWOOD 380 GR,24,Bulto
2064,SALSA MAIZ ARIAS 240 GR,12,Bulto
3454,SALSA NAPOLI CAPRI 490 GR,1,Bulto
5023,SALSA NAPOLITANA GRANJA 340 GR,24,Bulto
1685,SALSA NAPOLITANA SINDONI 490 GR,1,Bulto
4111,SALSA PARA GUISO KIERO 340 GR,24,Bulto
2078,SALSA PARA PASTA AL VODKA OSOLE 340 GR,1,Bulto
3850,SALSA PARA PASTA AMATRICIANA CON TOCINETA OSOLE 340 GR,24,Bulto
3849,SALSA PARA PASTA BOLOGNESA A LA CREMA OSOLE 340 GR,24,Bulto
1224,SALSA PARA PASTA BOLOGNESA HEINZ 195 GR,24,Bulto
1488,SALSA PARA PASTA BOLOGNESA IBERIA 190 GR,24,Bulto
1490,SALSA PARA PASTA BOLOGNESA IBERIA 490 GR,12,Bulto
4097,SALSA PARA PASTA BOLOGNESA KIERO 340 GR,24,Bulto
3696,SALSA PARA PASTA BOLOGNESA OLE 340 GR,24,Bulto
4204,SALSA PARA PASTA BOLOGNESA OSOLE 200 GR,24,Bulto
2079,SALSA PARA PASTA BOLOGNESA OSOLE 340 GR,24,Bulto
1093,SALSA PARA PASTA BOLOGNESA UNDERWOOD 190 GR,24,Bulto
1096,SALSA PARA PASTA BOLOGNESA UNDERWOOD 490 GR,12,Bulto
1225,SALSA PARA PASTA BOLOGNESA VID HEINZ 495 GR,12,Bulto
1226,SALSA PARA PASTA COMPLETA CON QUESO HEINZ 195 GR,24,Bulto
1227,SALSA PARA PASTA COMPLETA HEINZ 495 GR,12,Bulto
1489,SALSA PARA PASTA COMPLETA IBERIA 190 GR,24,Bulto
1491,SALSA PARA PASTA COMPLETA IBERIA 490 GR,12,Bulto
2094,SALSA PARA PASTA DE ACEITUNAS OSOLE 340 GR,1,Bulto
2093,SALSA PARA PASTA DE ALBAHACA OSOLE 340 GR,1,Bulto
1091,SALSA PARA PASTA DIABLITOS UNDERWOOD 190 GR,24,Bulto
1094,SALSA PARA PASTA DIABLITOS UNDERWOOD 490 GR,12,Bulto
2092,SALSA PARA PASTA FINAS HIERBAS OSOLE 340 GR,1,Bulto
3392,SALSA PARA PASTA NAPOLITANA CON QUESO HEINZ 195 GR,24,Bulto
3393,SALSA PARA PASTA NAPOLITANA CON QUESO HEINZ 495 GR,12,Bulto
3845,SALSA PARA PASTA NAPOLITANA CON TOCINETA OLE 340 GR,24,Bulto
3467,SALSA PARA PASTA NAPOLITANA IBERIA 190 GR,24,Bulto
1492,SALSA PARA PASTA NAPOLITANA IBERIA 490 GR,12,Bulto
4096,SALSA PARA PASTA NAPOLITANA KIERO 340 GR,24,Bulto
4205,SALSA PARA PASTA NAPOLITANA OSOLE 200 GR,24,Bulto
2081,SALSA PARA PASTA NAPOLITANA OSOLE 340 GR,24,Bulto
1092,SALSA PARA PASTA NAPOLITANA UNDERWOOD 190 GR,24,Bulto
1095,SALSA PARA PASTA NAPOLITANA UNDERWOOD 490 GR,12,Bulto
2077,SALSA PARA PASTA PUTANESCA OSOLE 340 GR,1,Bulto
2076,SALSA PARA PASTAS MEDITERRANEA OSOLE 340 GR,1,Bulto
3188,SALSA PARA PASTA VARIAS 490 GR,1,Bulto
3560,SALSA PARA PIZZA ARIAS 190 GR,12,Bulto
3457,SALSA PARA PIZZA CAPRI 490 GR,12,Bulto
5024,SALSA PARA PIZZA GRANJA 340 GR,24,Bulto
3394,SALSA PARA PIZZA HEINZ 480 GR,12,Bulto
4095,SALSA PARA PIZZA KIERO 340 GR,24,Bulto
4202,SALSA PARA PIZZA OLE 200 GR,24,Bulto
4206,SALSA PARA PIZZA OSOLE 200 GR,24,Bulto
2080,SALSA PARA PIZZA OSOLE 340 GR,24,Bulto
2071,SALSA PARA PIZZAS ARIAS 490 GR,12,Bulto
3426,SALSA PARRILLERA 54 MC CORMICK 230 ML,24,Bulto
4098,SALSA PEPERONI KIERO 340 GR,24,Bulto
5030,SALSA PEPPERONI GRANJA 340 GR,24,Bulto
3397,SALSA PICANTE HEINZ 150 ML,24,Bulto
3368,SALSA PORTOFINO F HIERBAS DEL MONTE 495 GR,12,Bulto
1670,SALSA ROSADA ALBECA 500 GR,12,Bulto
3518,SALSA ROSADA FRITZ 260 GR,12,Bulto
5276,SALSA SABOR A MAIZ 145 GR,24,Bulto
5278,SALSA SABOR A QUESO CHEDDAR 145 GR,24,Bulto
5277,SALSA SABOR A TOCINETA AHUMADA 145 GR,24,Bulto
2040,SALSAS LA VIÑA COMBO TRIPACK 330 ML C/U,1,Bulto
3748,SALSA SOYA/INGLESA/AJO TRIPACK GRANJA 150 ML,10,Bulto
2238,SALSA SOYA/INGLESA/AJO TRIPACK GRANJA 300 ML,4,Bulto
3522,SALSA TARTARA FRITZ 240 GR,12,Bulto
3413,SALSA TERIYAKI MC CORMICK 230 ML,24,Bulto
3405,SALSA THAI MC CORMICK 230 ML,12,Bulto
